8 27, 2024 11:33:02 午後 org.apache.karaf.main.Main launch
情報: Installing and starting initial bundles
8 27, 2024 11:33:02 午後 org.apache.karaf.main.Main launch
情報: All initial bundles installed and set to start
8 27, 2024 11:33:02 午後 org.apache.karaf.main.lock.SimpleFileLock lock
情報: Trying to lock /Users/ynitta/Documents/sandbox/osgi-sandbox/karaf/apache-karaf-4.4.6/lock
8 27, 2024 11:33:02 午後 org.apache.karaf.main.lock.SimpleFileLock lock
情報: Lock acquired
8 27, 2024 11:33:02 午後 org.apache.karaf.main.Main$KarafLockCallback lockAcquired
情報: Lock acquired. Setting startlevel to 100
2024-08-27T23:33:04,583 | INFO  | CM Configuration Updater (Update: pid=org.ops4j.pax.logging) | EventAdminConfigurationNotifier  | 5 - org.ops4j.pax.logging.pax-logging-log4j2 - 2.2.7 | Sending Event Admin notification (configuration successful) to org/ops4j/pax/logging/Configuration
		at java.lang.Thread.run(Thread.java:750) [?:1.8.0_345]
	Caused by: org.osgi.framework.BundleException: Unable to cache bundle: mvn:com.example/my-osgi-app/1.0-SNAPSHOT
		at org.apache.felix.framework.Felix.installBundle(Felix.java:3258) ~[?:?]
		at org.apache.felix.framework.BundleContextImpl.installBundle(BundleContextImpl.java:147) ~[?:?]
		at org.apache.karaf.bundle.command.Install.execute(Install.java:84) ~[?:?]
		... 13 more
	Caused by: java.io.IOException: Error resolving artifact com.example:my-osgi-app:jar:1.0-SNAPSHOT: [Could not find artifact com.example:my-osgi-app:jar:1.0-SNAPSHOT in apache (https://repository.apache.org/content/groups/snapshots-group/), Could not find artifact com.example:my-osgi-app:jar:1.0-SNAPSHOT in ops4j.sonatype.snapshots.deploy (https://oss.sonatype.org/content/repositories/ops4j-snapshots/)]
		at org.ops4j.pax.url.mvn.internal.AetherBasedResolver.configureIOException(AetherBasedResolver.java:803) ~[?:?]
		at org.ops4j.pax.url.mvn.internal.AetherBasedResolver.resolve(AetherBasedResolver.java:774) ~[?:?]
		at org.ops4j.pax.url.mvn.internal.AetherBasedResolver.resolve(AetherBasedResolver.java:657) ~[?:?]
		at org.ops4j.pax.url.mvn.internal.AetherBasedResolver.resolve(AetherBasedResolver.java:598) ~[?:?]
		at org.ops4j.pax.url.mvn.internal.AetherBasedResolver.resolve(AetherBasedResolver.java:565) ~[?:?]
		at org.ops4j.pax.url.mvn.internal.AetherBasedResolver.resolve(AetherBasedResolver.java:555) ~[?:?]
		at org.ops4j.pax.url.mvn.internal.Connection.getInputStream(Connection.java:123) ~[?:?]
		at org.apache.felix.framework.util.SecureAction.getURLConnectionInputStream(SecureAction.java:677) ~[?:?]
		at org.apache.felix.framework.cache.JarRevision.initialize(JarRevision.java:166) ~[?:?]
		at org.apache.felix.framework.cache.JarRevision.<init>(JarRevision.java:76) ~[?:?]
		at org.apache.felix.framework.cache.BundleArchive.createRevisionFromLocation(BundleArchive.java:819) ~[?:?]
		at org.apache.felix.framework.cache.BundleArchive.reviseInternal(BundleArchive.java:491) ~[?:?]
		at org.apache.felix.framework.cache.BundleArchive.<init>(BundleArchive.java:155) ~[?:?]
		at org.apache.felix.framework.cache.BundleCache.create(BundleCache.java:457) ~[?:?]
		at org.apache.felix.framework.Felix.installBundle(Felix.java:3254) ~[?:?]
		at org.apache.felix.framework.BundleContextImpl.installBundle(BundleContextImpl.java:147) ~[?:?]
		at org.apache.karaf.bundle.command.Install.execute(Install.java:84) ~[?:?]
		... 13 more
		Suppressed: shaded.org.eclipse.aether.transfer.ArtifactNotFoundException: Could not find artifact com.example:my-osgi-app:jar:1.0-SNAPSHOT in apache (https://repository.apache.org/content/groups/snapshots-group/)
			at shaded.org.eclipse.aether.connector.basic.ArtifactTransportListener.transferFailed(ArtifactTransportListener.java:48) ~[?:?]
			at shaded.org.eclipse.aether.connector.basic.BasicRepositoryConnector$TaskRunner.run(BasicRepositoryConnector.java:401) ~[?:?]
			at shaded.org.eclipse.aether.util.concurrency.RunnableErrorForwarder.lambda$wrap$0(RunnableErrorForwarder.java:73) ~[?:?]
			at shaded.org.eclipse.aether.connector.basic.BasicRepositoryConnector$DirectExecutor.execute(BasicRepositoryConnector.java:669) ~[?:?]
			at shaded.org.eclipse.aether.connector.basic.BasicRepositoryConnector.get(BasicRepositoryConnector.java:290) ~[?:?]
			at shaded.org.eclipse.aether.internal.impl.DefaultArtifactResolver.performDownloads(DefaultArtifactResolver.java:520) ~[?:?]
			at shaded.org.eclipse.aether.internal.impl.DefaultArtifactResolver.resolve(DefaultArtifactResolver.java:408) ~[?:?]
			at shaded.org.eclipse.aether.internal.impl.DefaultArtifactResolver.resolveArtifacts(DefaultArtifactResolver.java:235) ~[?:?]
			at shaded.org.eclipse.aether.internal.impl.DefaultArtifactResolver.resolveArtifact(DefaultArtifactResolver.java:212) ~[?:?]
			at shaded.org.eclipse.aether.internal.impl.DefaultRepositorySystem.resolveArtifact(DefaultRepositorySystem.java:272) ~[?:?]
			at org.ops4j.pax.url.mvn.internal.AetherBasedResolver.resolve(AetherBasedResolver.java:767) ~[?:?]
			at org.ops4j.pax.url.mvn.internal.AetherBasedResolver.resolve(AetherBasedResolver.java:657) ~[?:?]
			at org.ops4j.pax.url.mvn.internal.AetherBasedResolver.resolve(AetherBasedResolver.java:598) ~[?:?]
			at org.ops4j.pax.url.mvn.internal.AetherBasedResolver.resolve(AetherBasedResolver.java:565) ~[?:?]
			at org.ops4j.pax.url.mvn.internal.AetherBasedResolver.resolve(AetherBasedResolver.java:555) ~[?:?]
			at org.ops4j.pax.url.mvn.internal.Connection.getInputStream(Connection.java:123) ~[?:?]
			at org.apache.felix.framework.util.SecureAction.getURLConnectionInputStream(SecureAction.java:677) ~[?:?]
			at org.apache.felix.framework.cache.JarRevision.initialize(JarRevision.java:166) ~[?:?]
			at org.apache.felix.framework.cache.JarRevision.<init>(JarRevision.java:76) ~[?:?]
			at org.apache.felix.framework.cache.BundleArchive.createRevisionFromLocation(BundleArchive.java:819) ~[?:?]
			at org.apache.felix.framework.cache.BundleArchive.reviseInternal(BundleArchive.java:491) ~[?:?]
			at org.apache.felix.framework.cache.BundleArchive.<init>(BundleArchive.java:155) ~[?:?]
			at org.apache.felix.framework.cache.BundleCache.create(BundleCache.java:457) ~[?:?]
			at org.apache.felix.framework.Felix.installBundle(Felix.java:3254) ~[?:?]
			at org.apache.felix.framework.BundleContextImpl.installBundle(BundleContextImpl.java:147) ~[?:?]
			at org.apache.karaf.bundle.command.Install.execute(Install.java:84) ~[?:?]
			at org.apache.karaf.shell.impl.action.command.ActionCommand.execute(ActionCommand.java:88) ~[?:?]
			at org.apache.karaf.shell.impl.console.osgi.secured.SecuredCommand.execute(SecuredCommand.java:68) ~[?:?]
			at org.apache.karaf.shell.impl.console.osgi.secured.SecuredCommand.execute(SecuredCommand.java:86) ~[?:?]
			at org.apache.felix.gogo.runtime.Closure.executeCmd(Closure.java:599) ~[?:?]
			at org.apache.felix.gogo.runtime.Closure.executeStatement(Closure.java:526) ~[?:?]
			at org.apache.felix.gogo.runtime.Closure.execute(Closure.java:415) ~[?:?]
			at org.apache.felix.gogo.runtime.Pipe.doCall(Pipe.java:416) ~[?:?]
			at org.apache.felix.gogo.runtime.Pipe.call(Pipe.java:229) ~[?:?]
			at org.apache.felix.gogo.runtime.Pipe.call(Pipe.java:59) ~[?:?]
			at java.util.concurrent.FutureTask.run(FutureTask.java:266) ~[?:1.8.0_345]
			at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1149) ~[?:1.8.0_345]
			at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:624) ~[?:1.8.0_345]
			at java.lang.Thread.run(Thread.java:750) [?:1.8.0_345]
		Suppressed: shaded.org.eclipse.aether.transfer.ArtifactNotFoundException: Could not find artifact com.example:my-osgi-app:jar:1.0-SNAPSHOT in ops4j.sonatype.snapshots.deploy (https://oss.sonatype.org/content/repositories/ops4j-snapshots/)
			at shaded.org.eclipse.aether.connector.basic.ArtifactTransportListener.transferFailed(ArtifactTransportListener.java:48) ~[?:?]
			at shaded.org.eclipse.aether.connector.basic.BasicRepositoryConnector$TaskRunner.run(BasicRepositoryConnector.java:401) ~[?:?]
			at shaded.org.eclipse.aether.util.concurrency.RunnableErrorForwarder.lambda$wrap$0(RunnableErrorForwarder.java:73) ~[?:?]
			at shaded.org.eclipse.aether.connector.basic.BasicRepositoryConnector$DirectExecutor.execute(BasicRepositoryConnector.java:669) ~[?:?]
			at shaded.org.eclipse.aether.connector.basic.BasicRepositoryConnector.get(BasicRepositoryConnector.java:290) ~[?:?]
			at shaded.org.eclipse.aether.internal.impl.DefaultArtifactResolver.performDownloads(DefaultArtifactResolver.java:520) ~[?:?]
			at shaded.org.eclipse.aether.internal.impl.DefaultArtifactResolver.resolve(DefaultArtifactResolver.java:408) ~[?:?]
			at shaded.org.eclipse.aether.internal.impl.DefaultArtifactResolver.resolveArtifacts(DefaultArtifactResolver.java:235) ~[?:?]
			at shaded.org.eclipse.aether.internal.impl.DefaultArtifactResolver.resolveArtifact(DefaultArtifactResolver.java:212) ~[?:?]
			at shaded.org.eclipse.aether.internal.impl.DefaultRepositorySystem.resolveArtifact(DefaultRepositorySystem.java:272) ~[?:?]
			at org.ops4j.pax.url.mvn.internal.AetherBasedResolver.resolve(AetherBasedResolver.java:767) ~[?:?]
			at org.ops4j.pax.url.mvn.internal.AetherBasedResolver.resolve(AetherBasedResolver.java:657) ~[?:?]
			at org.ops4j.pax.url.mvn.internal.AetherBasedResolver.resolve(AetherBasedResolver.java:598) ~[?:?]
			at org.ops4j.pax.url.mvn.internal.AetherBasedResolver.resolve(AetherBasedResolver.java:565) ~[?:?]
			at org.ops4j.pax.url.mvn.internal.AetherBasedResolver.resolve(AetherBasedResolver.java:555) ~[?:?]
			at org.ops4j.pax.url.mvn.internal.Connection.getInputStream(Connection.java:123) ~[?:?]
			at org.apache.felix.framework.util.SecureAction.getURLConnectionInputStream(SecureAction.java:677) ~[?:?]
			at org.apache.felix.framework.cache.JarRevision.initialize(JarRevision.java:166) ~[?:?]
			at org.apache.felix.framework.cache.JarRevision.<init>(JarRevision.java:76) ~[?:?]
			at org.apache.felix.framework.cache.BundleArchive.createRevisionFromLocation(BundleArchive.java:819) ~[?:?]
			at org.apache.felix.framework.cache.BundleArchive.reviseInternal(BundleArchive.java:491) ~[?:?]
			at org.apache.felix.framework.cache.BundleArchive.<init>(BundleArchive.java:155) ~[?:?]
			at org.apache.felix.framework.cache.BundleCache.create(BundleCache.java:457) ~[?:?]
			at org.apache.felix.framework.Felix.installBundle(Felix.java:3254) ~[?:?]
			at org.apache.felix.framework.BundleContextImpl.installBundle(BundleContextImpl.java:147) ~[?:?]
			at org.apache.karaf.bundle.command.Install.execute(Install.java:84) ~[?:?]
			at org.apache.karaf.shell.impl.action.command.ActionCommand.execute(ActionCommand.java:88) ~[?:?]
			at org.apache.karaf.shell.impl.console.osgi.secured.SecuredCommand.execute(SecuredCommand.java:68) ~[?:?]
			at org.apache.karaf.shell.impl.console.osgi.secured.SecuredCommand.execute(SecuredCommand.java:86) ~[?:?]
			at org.apache.felix.gogo.runtime.Closure.executeCmd(Closure.java:599) ~[?:?]
			at org.apache.felix.gogo.runtime.Closure.executeStatement(Closure.java:526) ~[?:?]
			at org.apache.felix.gogo.runtime.Closure.execute(Closure.java:415) ~[?:?]
			at org.apache.felix.gogo.runtime.Pipe.doCall(Pipe.java:416) ~[?:?]
			at org.apache.felix.gogo.runtime.Pipe.call(Pipe.java:229) ~[?:?]
			at org.apache.felix.gogo.runtime.Pipe.call(Pipe.java:59) ~[?:?]
			at java.util.concurrent.FutureTask.run(FutureTask.java:266) ~[?:1.8.0_345]
			at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1149) ~[?:1.8.0_345]
			at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:624) ~[?:1.8.0_345]
			at java.lang.Thread.run(Thread.java:750) [?:1.8.0_345]
	Caused by: shaded.org.eclipse.aether.resolution.ArtifactResolutionException: Error resolving artifact com.example:my-osgi-app:jar:1.0-SNAPSHOT
		at shaded.org.eclipse.aether.internal.impl.DefaultArtifactResolver.resolve(DefaultArtifactResolver.java:431) ~[?:?]
		at shaded.org.eclipse.aether.internal.impl.DefaultArtifactResolver.resolveArtifacts(DefaultArtifactResolver.java:235) ~[?:?]
		at shaded.org.eclipse.aether.internal.impl.DefaultArtifactResolver.resolveArtifact(DefaultArtifactResolver.java:212) ~[?:?]
		at shaded.org.eclipse.aether.internal.impl.DefaultRepositorySystem.resolveArtifact(DefaultRepositorySystem.java:272) ~[?:?]
		at org.ops4j.pax.url.mvn.internal.AetherBasedResolver.resolve(AetherBasedResolver.java:767) ~[?:?]
		at org.ops4j.pax.url.mvn.internal.AetherBasedResolver.resolve(AetherBasedResolver.java:657) ~[?:?]
		at org.ops4j.pax.url.mvn.internal.AetherBasedResolver.resolve(AetherBasedResolver.java:598) ~[?:?]
		at org.ops4j.pax.url.mvn.internal.AetherBasedResolver.resolve(AetherBasedResolver.java:565) ~[?:?]
		at org.ops4j.pax.url.mvn.internal.AetherBasedResolver.resolve(AetherBasedResolver.java:555) ~[?:?]
		at org.ops4j.pax.url.mvn.internal.Connection.getInputStream(Connection.java:123) ~[?:?]
		at org.apache.felix.framework.util.SecureAction.getURLConnectionInputStream(SecureAction.java:677) ~[?:?]
		at org.apache.felix.framework.cache.JarRevision.initialize(JarRevision.java:166) ~[?:?]
		at org.apache.felix.framework.cache.JarRevision.<init>(JarRevision.java:76) ~[?:?]
		at org.apache.felix.framework.cache.BundleArchive.createRevisionFromLocation(BundleArchive.java:819) ~[?:?]
		at org.apache.felix.framework.cache.BundleArchive.reviseInternal(BundleArchive.java:491) ~[?:?]
		at org.apache.felix.framework.cache.BundleArchive.<init>(BundleArchive.java:155) ~[?:?]
		at org.apache.felix.framework.cache.BundleCache.create(BundleCache.java:457) ~[?:?]
		at org.apache.felix.framework.Felix.installBundle(Felix.java:3254) ~[?:?]
		at org.apache.felix.framework.BundleContextImpl.installBundle(BundleContextImpl.java:147) ~[?:?]
		at org.apache.karaf.bundle.command.Install.execute(Install.java:84) ~[?:?]
		... 13 more
2024-08-27T23:39:48,575 | INFO  | pipe-logout      | LogoutAction                     | 44 - org.apache.karaf.shell.commands - 4.4.6 | Disconnecting from current session...
2024-08-27T23:39:48,606 | INFO  | FelixStartLevel  | CommandExtension                 | 45 - org.apache.karaf.shell.core - 4.4.6 | Unregistering commands for bundle org.apache.karaf.event/4.4.6
2024-08-27T23:39:48,636 | INFO  | FelixStartLevel  | CommandExtension                 | 45 - org.apache.karaf.shell.core - 4.4.6 | Unregistering commands for bundle org.apache.karaf.system.core/4.4.6
2024-08-27T23:39:48,645 | INFO  | FelixStartLevel  | CommandExtension                 | 45 - org.apache.karaf.shell.core - 4.4.6 | Unregistering commands for bundle org.apache.karaf.shell.ssh/4.4.6
2024-08-27T23:39:48,731 | INFO  | FelixStartLevel  | CommandExtension                 | 45 - org.apache.karaf.shell.core - 4.4.6 | Unregistering commands for bundle org.apache.karaf.log.core/4.4.6
2024-08-27T23:39:48,734 | INFO  | FelixStartLevel  | CommandExtension                 | 45 - org.apache.karaf.shell.core - 4.4.6 | Unregistering commands for bundle org.apache.karaf.features.command/4.4.6
2024-08-27T23:39:48,736 | INFO  | FelixStartLevel  | CommandExtension                 | 45 - org.apache.karaf.shell.core - 4.4.6 | Unregistering commands for bundle org.apache.karaf.jaas.command/4.4.6
2024-08-27T23:39:48,739 | INFO  | FelixStartLevel  | CommandExtension                 | 45 - org.apache.karaf.shell.core - 4.4.6 | Unregistering commands for bundle org.apache.karaf.service.core/4.4.6
2024-08-27T23:39:48,740 | INFO  | FelixStartLevel  | CommandExtension                 | 45 - org.apache.karaf.shell.core - 4.4.6 | Unregistering commands for bundle org.apache.karaf.instance.core/4.4.6
2024-08-27T23:39:48,742 | INFO  | FelixStartLevel  | CommandExtension                 | 45 - org.apache.karaf.shell.core - 4.4.6 | Unregistering commands for bundle org.apache.karaf.config.command/4.4.6
2024-08-27T23:39:48,748 | INFO  | FelixStartLevel  | CommandExtension                 | 45 - org.apache.karaf.shell.core - 4.4.6 | Unregistering commands for bundle org.apache.karaf.deployer.kar/4.4.6
2024-08-27T23:39:48,749 | INFO  | FelixStartLevel  | CommandExtension                 | 45 - org.apache.karaf.shell.core - 4.4.6 | Unregistering commands for bundle org.apache.karaf.bundle.core/4.4.6
2024-08-27T23:39:48,752 | INFO  | FelixStartLevel  | CommandExtension                 | 45 - org.apache.karaf.shell.core - 4.4.6 | Unregistering commands for bundle org.apache.karaf.diagnostic.core/4.4.6
2024-08-27T23:39:48,753 | INFO  | FelixStartLevel  | CommandExtension                 | 45 - org.apache.karaf.shell.core - 4.4.6 | Unregistering commands for bundle org.apache.karaf.shell.commands/4.4.6
2024-08-27T23:39:48,753 | INFO  | FelixStartLevel  | CommandExtension                 | 45 - org.apache.karaf.shell.core - 4.4.6 | Unregistering commands for bundle org.apache.karaf.kar.core/4.4.6
2024-08-27T23:39:48,754 | INFO  | FelixStartLevel  | CommandExtension                 | 45 - org.apache.karaf.shell.core - 4.4.6 | Unregistering commands for bundle org.apache.karaf.package.core/4.4.6
2024-08-27T23:39:48,775 | INFO  | FelixStartLevel  | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Unregistering org.osgi.jmx.framework.PackageStateMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@1e8434ad with name osgi.core:type=packageState,version=1.5,framework=org.apache.felix.framework,uuid=06e1ec26-ef85-4c96-ad6f-e85fc79a3938
2024-08-27T23:39:48,778 | INFO  | FelixStartLevel  | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Unregistering org.osgi.jmx.service.cm.ConfigurationAdminMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@1e8434ad with name osgi.compendium:service=cm,version=1.3,framework=org.apache.felix.framework,uuid=06e1ec26-ef85-4c96-ad6f-e85fc79a3938
2024-08-27T23:39:48,779 | INFO  | FelixStartLevel  | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Unregistering org.osgi.jmx.framework.ServiceStateMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@1e8434ad with name osgi.core:type=serviceState,version=1.7,framework=org.apache.felix.framework,uuid=06e1ec26-ef85-4c96-ad6f-e85fc79a3938
2024-08-27T23:39:48,780 | INFO  | FelixStartLevel  | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Unregistering org.osgi.jmx.framework.BundleStateMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@1e8434ad with name osgi.core:type=bundleState,version=1.7,framework=org.apache.felix.framework,uuid=06e1ec26-ef85-4c96-ad6f-e85fc79a3938
2024-08-27T23:39:48,780 | INFO  | FelixStartLevel  | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Unregistering org.osgi.jmx.framework.wiring.BundleWiringStateMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@1e8434ad with name osgi.core:type=wiringState,version=1.1,framework=org.apache.felix.framework,uuid=06e1ec26-ef85-4c96-ad6f-e85fc79a3938
2024-08-27T23:39:48,780 | INFO  | FelixStartLevel  | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Unregistering org.osgi.jmx.framework.FrameworkMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@1e8434ad with name osgi.core:type=framework,version=1.7,framework=org.apache.felix.framework,uuid=06e1ec26-ef85-4c96-ad6f-e85fc79a3938
2024-08-27T23:39:48,783 | WARN  | FelixStartLevel  | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Task rejected for JMX Notification dispatch of event [org.osgi.framework.ServiceEvent[source=[javax.management.MBeanServer]]] - Dispatcher may have been shutdown
2024-08-27T23:39:48,847 | INFO  | FelixStartLevel  | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Stopping JMX OSGi agent
2024-08-27T23:39:48,848 | INFO  | FelixStartLevel  | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Unregistering MBean with ObjectName [osgi.compendium:service=cm,version=1.3,framework=org.apache.felix.framework,uuid=06e1ec26-ef85-4c96-ad6f-e85fc79a3938] for service with service.id [17]
8 27, 2024 11:43:40 午後 org.apache.karaf.main.lock.SimpleFileLock lock
情報: Trying to lock /Users/ynitta/Documents/sandbox/osgi-sandbox/karaf/apache-karaf-4.4.6/lock
8 27, 2024 11:43:40 午後 org.apache.karaf.main.lock.SimpleFileLock lock
情報: Lock acquired
8 27, 2024 11:43:40 午後 org.apache.karaf.main.Main$KarafLockCallback lockAcquired
情報: Lock acquired. Setting startlevel to 100
2024-08-27T23:43:42,082 | INFO  | FelixStartLevel  | CommandExtension                 | 45 - org.apache.karaf.shell.core - 4.4.6 | Registering commands for bundle org.apache.karaf.config.command/4.4.6
2024-08-27T23:43:42,082 | INFO  | CM Configuration Updater (ManagedService Update: pid=[org.ops4j.pax.logging]) | EventAdminConfigurationNotifier  | 5 - org.ops4j.pax.logging.pax-logging-log4j2 - 2.2.7 | Sending Event Admin notification (configuration successful) to org/ops4j/pax/logging/Configuration
2024-08-27T23:43:42,128 | INFO  | activator-1-thread-2 | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Unregistering org.osgi.jmx.framework.wiring.BundleWiringStateMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@2e60b28f with name osgi.core:type=wiringState,version=1.1,framework=org.apache.felix.framework,uuid=bfa8d2cb-de81-4154-b229-466ed6a50373
2024-08-27T23:43:42,130 | INFO  | activator-1-thread-2 | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Unregistering org.osgi.jmx.framework.PackageStateMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@2e60b28f with name osgi.core:type=packageState,version=1.5,framework=org.apache.felix.framework,uuid=bfa8d2cb-de81-4154-b229-466ed6a50373
2024-08-27T23:43:42,130 | INFO  | activator-1-thread-2 | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Unregistering org.osgi.jmx.framework.ServiceStateMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@2e60b28f with name osgi.core:type=serviceState,version=1.7,framework=org.apache.felix.framework,uuid=bfa8d2cb-de81-4154-b229-466ed6a50373
2024-08-27T23:43:42,133 | INFO  | activator-1-thread-2 | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Unregistering org.osgi.jmx.service.cm.ConfigurationAdminMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@2e60b28f with name osgi.compendium:service=cm,version=1.3,framework=org.apache.felix.framework,uuid=bfa8d2cb-de81-4154-b229-466ed6a50373
2024-08-27T23:43:42,135 | INFO  | activator-1-thread-2 | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Unregistering org.osgi.jmx.framework.FrameworkMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@2e60b28f with name osgi.core:type=framework,version=1.7,framework=org.apache.felix.framework,uuid=bfa8d2cb-de81-4154-b229-466ed6a50373
2024-08-27T23:43:42,135 | INFO  | activator-1-thread-2 | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Unregistering org.osgi.jmx.framework.BundleStateMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@2e60b28f with name osgi.core:type=bundleState,version=1.7,framework=org.apache.felix.framework,uuid=bfa8d2cb-de81-4154-b229-466ed6a50373
2024-08-27T23:43:42,137 | WARN  | activator-1-thread-2 | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Task rejected for JMX Notification dispatch of event [org.osgi.framework.ServiceEvent[source=[javax.management.MBeanServer]]] - Dispatcher may have been shutdown
2024-08-27T23:43:42,157 | WARN  | activator-1-thread-2 | Activator                        | 41 - org.apache.karaf.management.server - 4.4.6 | java.rmi.server.hostname system property is already set to 127.0.0.1. Apache Karaf doesn't override it
2024-08-27T23:43:42,180 | INFO  | FelixStartLevel  | CommandExtension                 | 45 - org.apache.karaf.shell.core - 4.4.6 | Registering commands for bundle org.apache.karaf.deployer.kar/4.4.6
2024-08-27T23:43:42,183 | INFO  | FelixStartLevel  | CommandExtension                 | 45 - org.apache.karaf.shell.core - 4.4.6 | Registering commands for bundle org.apache.karaf.diagnostic.core/4.4.6
2024-08-27T23:43:42,191 | INFO  | activator-1-thread-2 | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Registering org.osgi.jmx.framework.wiring.BundleWiringStateMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@57218861 with name osgi.core:type=wiringState,version=1.1,framework=org.apache.felix.framework,uuid=bfa8d2cb-de81-4154-b229-466ed6a50373
2024-08-27T23:43:42,192 | INFO  | activator-1-thread-2 | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Registering org.osgi.jmx.framework.PackageStateMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@57218861 with name osgi.core:type=packageState,version=1.5,framework=org.apache.felix.framework,uuid=bfa8d2cb-de81-4154-b229-466ed6a50373
2024-08-27T23:43:42,192 | INFO  | activator-1-thread-2 | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Registering org.osgi.jmx.framework.ServiceStateMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@57218861 with name osgi.core:type=serviceState,version=1.7,framework=org.apache.felix.framework,uuid=bfa8d2cb-de81-4154-b229-466ed6a50373
2024-08-27T23:43:42,192 | INFO  | activator-1-thread-2 | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Registering org.osgi.jmx.service.cm.ConfigurationAdminMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@57218861 with name osgi.compendium:service=cm,version=1.3,framework=org.apache.felix.framework,uuid=bfa8d2cb-de81-4154-b229-466ed6a50373
2024-08-27T23:43:42,199 | INFO  | activator-1-thread-2 | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Registering org.osgi.jmx.framework.FrameworkMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@57218861 with name osgi.core:type=framework,version=1.7,framework=org.apache.felix.framework,uuid=bfa8d2cb-de81-4154-b229-466ed6a50373
2024-08-27T23:43:42,200 | INFO  | activator-1-thread-2 | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Registering org.osgi.jmx.framework.BundleStateMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@57218861 with name osgi.core:type=bundleState,version=1.7,framework=org.apache.felix.framework,uuid=bfa8d2cb-de81-4154-b229-466ed6a50373
2024-08-27T23:43:42,208 | INFO  | FelixStartLevel  | CommandExtension                 | 45 - org.apache.karaf.shell.core - 4.4.6 | Command registration delayed for bundle org.apache.karaf.features.command/4.4.6. Missing service: [org.apache.karaf.features.FeaturesService]
2024-08-27T23:43:42,233 | INFO  | FelixStartLevel  | CommandExtension                 | 45 - org.apache.karaf.shell.core - 4.4.6 | Registering commands for bundle org.apache.karaf.instance.core/4.4.6
2024-08-27T23:43:42,251 | INFO  | FelixStartLevel  | CommandExtension                 | 45 - org.apache.karaf.shell.core - 4.4.6 | Registering commands for bundle org.apache.karaf.jaas.command/4.4.6
2024-08-27T23:43:42,254 | INFO  | FelixStartLevel  | CommandExtension                 | 45 - org.apache.karaf.shell.core - 4.4.6 | Updating commands for bundle org.apache.karaf.jaas.command/4.4.6
